pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8702,202,36,36050,56000,85580,NA,W,10374,66,NA,1,1,4,3,3,3,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,780,2,1,1,NA,NA,NA,BURBANK,60459,4270,0.661826698,0.019672131,0.010538642,0.275644028,0.062997658,9642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
8703,203,35,35040,176460,57000,NA,O,12000,49,NA,3,1,6,3,2,3,1,5,1,0,3,2,0,2,2,2,2,1,1,1,2,0,1305,2,1,1,3,NA,NA,SCHAUMBURG,60194,5336,0.60832084,0.056971514,0.177848576,0.131746627,0.043853073,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655,95949,FALSE,TRUE,TRUE
8704,295,29,29060,247790,35110,NA,W,3511,20,NA,2,1,6,3,1,3,1,5,1,1,3,1,1,2,2,2,2,3,2,1,2,0,1615,2,1,1,NA,NA,NA,PALATINE,60067,2855,0.776532399,0.007005254,0.07915937,0.119089317,0.03642732,57225,Palatine,0,0,1,0,0,1,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,91122,FALSE,TRUE,TRUE
8705,205,72,72151,73750,34270,NA,W,4284,73,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,1,3,2,2,0,1152,2,1,2,NA,NA,NA,CHICAGO,60629,5157,0.005235602,0.857669188,0.001745201,0.123715338,0.023269343,14000,Chicago,0,0,1,0,0,0,MCKAY,GAGE PARK HS,6.934,31310,FALSE,TRUE,TRUE
8706,234,39,39082,181990,49120,NA,W,8187,45,NA,1,1,8,4,3,1,1,5,2,0,3,2,0,NA,NA,2,2,7,NA,NA,NA,0,1882,2,1,4,NA,NA,NA,ALSIP,60803,4219,0.894998815,0.03010192,0.024413368,0.047641621,0.004266414,1010,Alsip,0,0,6,0,0,0,SCHOOL DISTRICT  128,COMMUNITY HIGH SCHOOL  218,11.735,61250,FALSE,FALSE,TRUE
8707,203,37,37033,64450,18300,NA,W,4880,60,NA,2,1,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1047,2,1,1,NA,NA,NA,DOLTON,60419,4006,0.064153769,0.854717923,0.005741388,0.07314029,0.00449326,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,52917,FALSE,TRUE,TRUE
8708,203,76,76050,151760,160000,NA,W,5000,73,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1600,2,1,1,NA,NA,NA,CHICAGO,60608,3125,0.18784,0.01248,0.41504,0.38464,0,14000,Chicago,0,0,4,0,0,0,HOLDEN,TILDEN HS,6.89,36005,FALSE,TRUE,TRUE
8709,203,72,72312,63530,20310,NA,W,3125,58,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1072,2,1,1,NA,NA,NA,CHICAGO,60643,3814,0.004719455,0.940482433,0,0.038804405,0.031987415,14000,Chicago,0,0,1,0,0,0,SHOOP,MORGAN PARK HS,6.908,40692,FALSE,FALSE,TRUE
8710,209,71,71461,1144480,173480,NA,W,12851,15,NA,2,1,12,4,1,1,1,5,1,2,3,4,1,2,1,2,2,5,2,1,1,0,7555,2,1,2,NA,NA,NA,CHICAGO,60646,4102,0.870794734,0.001706485,0.023890785,0.08654315,0.034129693,14000,Chicago,0,0,6,-1,0,1,WILDWOOD,TAFT HS,6.884772382,133622,TRUE,TRUE,TRUE
8711,204,25,25011,259540,75840,NA,T,10112,66,NA,1,1,9,4,4,3,1,5,1,1,1,2,1,2,2,2,2,3,1,1,2,0,2317,2,1,5,1,NA,NA,GLENVIEW,60025,5365,0.78751165,0.022180801,0.104566636,0.061509786,0.041006524,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,118542,FALSE,TRUE,TRUE
8712,202,39,39151,104320,34910,NA,W,6650,70,NA,3,1,5,2,4,3,1,5,2,0,1,1,1,NA,NA,2,2,3,1,2,2,0,828,2,1,1,3,NA,NA,WORTH,60482,3509,0.851524651,0.0076945,0.002849815,0.123681961,0.028498148,83518,Worth,0,0,1,0,0,0,SCHOOL DISTRICT  127,COMMUNITY HIGH SCHOOL  218,14.393,71830,FALSE,TRUE,TRUE
8713,203,24,24081,212610,35050,NA,W,3690,91,NA,2,5,6,2,1,3,2,5,2,0,2,1,0,2,2,2,2,2,1,2,2,0,1144,2,1,1,3,NA,1,SKOKIE,60076,3390,0.540707965,0.025073746,0.334513274,0.055752212,0.085545723,70122,Skokie,0,0,1,0,0,0,SCHOOL DISTRICT 73 1/2,COMMUNITY HIGH SCHOOL  219,10.506,112565,FALSE,TRUE,TRUE
8714,278,25,25100,488630,151050,NA,T,13135,55,NA,3,1,8,5,3,3,1,5,1,1,3,2,1,2,2,2,2,3,1,1,2,0,2876,2,1,2,NA,NA,NA,GLENVIEW,60025,3481,0.869290434,0.027865556,0.069807527,0.010054582,0.041367423,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,150862,FALSE,TRUE,TRUE
8715,208,13,13032,369670,65810,NA,W,18803,21,NA,3,1,10,4,1,3,1,5,1,1,3,2,1,2,2,2,2,5,2,1,2,0,3816,2,1,2,NA,NA,NA,MIDLOTHIAN,60445,4574,0.804110188,0.033887188,0.013117621,0.129427197,0.03891561,48892,Midlothian,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,14.695,75442,TRUE,TRUE,TRUE
8716,204,21,21084,238440,105000,NA,W,21000,70,NA,1,1,9,5,2,3,1,5,2,0,3,2,0,2,NA,2,2,3,2,1,1,0,2475,2,1,1,NA,NA,NA,LA GRANGE,60525,7043,0.879596763,0.010506886,0.061195513,0.035070283,0.024563396,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  106,LYONS TOWNSHIP HIGH SCHOOL  204,7.994,100339,FALSE,TRUE,TRUE
8717,203,38,38070,246480,42420,NA,W,6788,67,NA,2,1,7,4,1,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,1657,2,1,1,3,NA,NA,ARLINGTON HEIGHTS,60004,5945,0.909335576,0.002186712,0.041883936,0.022708158,0.047771236,2154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,130909,FALSE,FALSE,TRUE
8718,211,71,71070,331160,60000,NA,W,3750,112,3,2,2,18,9,1,3,2,5,2,0,3,3,0,2,NA,2,2,3,1,2,2,0,3534,2,2,3,NA,NA,NA,CHICAGO,60618,7891,0.330756558,0.003294893,0.048029401,0.615511342,0.004815613,14000,Chicago,0,0,4,1,0,0,REILLY,SCHURZ HS,6.919,60745,FALSE,TRUE,TRUE
8719,278,28,28100,316770,43940,NA,W,3995,19,NA,3,1,8,3,1,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,2543,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.861548852,0.012606934,0.045587573,0.055718145,0.049076992,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
8720,205,73,73031,319740,251520,NA,W,5468,129,NA,1,1,9,3,1,3,2,5,2,0,2,2,0,1,NA,2,2,3,1,1,2,0,1654,2,1,2,3,NA,1,CHICAGO,60660,6428,0.604075918,0.054449284,0.071095208,0.229153703,0.078873678,14000,Chicago,0,0,1,0,0,0,SWIFT,SENN HS,6.89,79414,FALSE,TRUE,TRUE
8721,205,75,75040,272140,57070,NA,W,3936,83,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1880,2,1,2,NA,NA,NA,CHICAGO,60645,5472,0.738852339,0.036915205,0.109649123,0.082419591,0.054276316,14000,Chicago,0,0,4,1,0,0,ROGERS,MATHER HS,6.857803738,54496,FALSE,TRUE,TRUE
8722,278,22,22150,538970,73180,NA,W,6970,17,NA,2,1,8,4,1,3,1,5,1,1,3,3,1,2,2,2,2,3,2,2,2,0,2969,2,1,2,NA,NA,NA,PARK RIDGE,60068,5094,0.880447585,0,0.021201413,0.088142913,0.020416176,57875,Park Ridge,1,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,113576,FALSE,TRUE,TRUE
8723,211,77,77102,76490,36710,NA,W,3125,122,2,1,1,7,4,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2432,2,2,2,3,2,3,CHICAGO,60624,1189,0.031118587,0.829268293,0.020185029,0.019343987,0.200168209,14000,Chicago,0,0,1,0,0,0,FARADAY,MARSHALL HS,6.913,20759,FALSE,FALSE,TRUE
8724,211,71,71250,173730,40920,NA,O,3720,95,2,2,1,8,4,1,1,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2310,2,2,2,NA,NA,1,CHICAGO,60639,5145,0.060641399,0.049562682,0.004081633,0.885714286,0,14000,Chicago,0,0,1,0,0,0,PRIETO,STEINMETZ COLLEGE PREP HS,6.894,49091,FALSE,TRUE,TRUE
8725,295,22,22050,133100,52930,NA,W,5293,54,NA,2,1,4,2,2,3,1,5,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,1120,2,1,2,NA,NA,NA,DES PLAINES,60016,8185,0.342089188,0.005864386,0.518142944,0.128772144,0.010262676,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,9.253,62859,FALSE,FALSE,TRUE
8726,203,18,18040,98350,18970,NA,W,6900,58,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1008,2,1,1,NA,NA,NA,ELGIN,60120,8215,0.437005478,0.009981741,0.30042605,0.242483262,0.020206939,23074,Elgin,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.511,97420,FALSE,FALSE,TRUE
8727,211,71,71110,473350,86400,NA,W,3600,114,2,4,1,11,5,1,3,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2160,2,2,2,NA,NA,1,CHICAGO,60625,3440,0.722965116,0.024418605,0.027325581,0.155523256,0.139534884,14000,Chicago,0,0,6,0,0,0,WATERS,AMUNDSEN HS,6.884772382,76915,FALSE,TRUE,TRUE
8728,207,35,35031,176510,49130,NA,W,6777,43,NA,1,1,7,3,2,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,1,0,1654,2,1,2,NA,NA,NA,STREAMWOOD,60107,8128,0.362819882,0.065575787,0.354207677,0.21296752,0.006889764,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.253,69365,FALSE,TRUE,TRUE
8729,202,70,70130,79520,28120,NA,O,3125,105,NA,2,1,9,3,1,3,2,5,2,0,2,2,0,NA,NA,2,2,3,1,2,2,0,945,2,1,1,3,NA,NA,CHICAGO,60617,5584,0.016475645,0.961855301,0,0.018087393,0.007163324,14000,Chicago,0,0,1,0,0,0,HOYNE,BOWEN HS,6.908,50426,FALSE,TRUE,TRUE
8730,278,24,24101,448900,60000,NA,T,6000,14,NA,2,1,8,4,1,1,1,5,1,1,3,4,1,2,1,2,2,3,1,1,1,0,3193,2,1,2,NA,NA,NA,LINCOLNWOOD,60712,4052,0.623642646,0,0.300098717,0.066880553,0.014313919,43744,Lincolnwood,0,0,3,1,0,0,SCHOOL DISTRICT 74,COMMUNITY HIGH SCHOOL  219,8.872,105132,FALSE,TRUE,TRUE
8731,211,77,77091,77700,35250,NA,W,3000,122,2,2,2,11,5,1,3,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2112,2,2,2,NA,NA,1,CHICAGO,60623,2705,0.043253235,0.835859519,0.0025878,0.11349353,0.007763401,14000,Chicago,0,0,1,0,0,0,DVORAK TECH ACAD,FARRAGUT HS,6.913,32237,FALSE,TRUE,TRUE
8732,204,36,36060,234710,45600,NA,W,9600,1,NA,2,1,6,4,1,1,1,5,1,1,1,3,1,2,2,2,2,3,2,1,2,0,1834,2,1,1,3,NA,NA,BURBANK,60459,4270,0.661826698,0.019672131,0.010538642,0.275644028,0.062997658,9642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
8733,203,15,15015,105420,39930,NA,W,3993,96,NA,2,1,6,3,1,1,2,5,2,0,1,1,0,2,2,2,2,3,1,2,2,0,1605,2,1,5,1,NA,NA,CICERO,60804,6490,0.042835131,0.0394453,0.015254237,0.894298921,0.009553159,14351,Cicero,0,0,1,0,0,0,SCHOOL DISTRICT  99,BERWYN CICERO STICKNEY HIGH SCHOOL 201,16.731,55168,FALSE,TRUE,TRUE
8734,295,18,18010,90980,48680,NA,W,4993,33,NA,1,1,5,1,2,3,1,5,1,0,3,1,1,2,NA,2,2,1,1,1,1,0,1235,2,1,2,NA,NA,NA,STREAMWOOD,60107,7060,0.489376771,0.052974504,0.07082153,0.372946176,0.02776204,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,75682,FALSE,TRUE,TRUE
8735,203,16,16011,110990,69070,NA,O,13157,58,NA,3,1,6,3,1,1,1,5,1,0,3,2,0,NA,NA,2,2,3,3,1,2,0,1246,2,1,1,NA,NA,NA,ROLLING MEADOWS,60008,7228,0.363032651,0.090758163,0.121748755,0.405921417,0.025456558,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,ARLINGTON HTS TWNSHP H S 214,9.923,54572,FALSE,TRUE,TRUE
8736,203,37,37181,77600,25870,NA,O,6900,69,NA,3,1,6,3,1,1,1,5,2,1,1,1,1,2,NA,2,2,3,1,2,2,0,1251,2,1,5,1,NA,NA,LANSING,60438,5150,0.444271845,0.353009709,5.83E-04,0.171650485,0.058446602,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,43429,FALSE,TRUE,TRUE
8737,203,38,38071,191420,46990,NA,W,8951,60,NA,1,1,6,4,4,3,1,5,1,1,2,1,1,2,2,2,2,3,1,1,2,0,1434,2,1,1,3,NA,NA,ARLINGTON HEIGHTS,60004,5310,0.886252354,0.007721281,0.044444444,0.061581921,0,2154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,83491,FALSE,TRUE,TRUE
8738,211,38,38027,331730,67830,NA,W,7980,44,2,3,1,12,6,1,3,1,5,1,0,3,5,0,2,2,2,2,3,2,1,2,878,3474,2,2,2,NA,NA,NA,MOUNT PROSPECT,60056,4624,0.705882353,0.0058391,0.185769896,0.068122837,0.068771626,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  26,ARLINGTON HTS TWNSHP H S 214,9.811,84875,FALSE,TRUE,TRUE
8739,207,71,71070,159000,47600,NA,W,2975,3,NA,1,1,7,4,1,3,1,5,1,1,1,2,1,2,2,2,2,3,1,1,1,0,1940,2,1,2,3,NA,NA,CHICAGO,60618,4200,0.312619048,0.025952381,0.045238095,0.561666667,0.086428571,14000,Chicago,0,0,4,1,0,0,LOGANDALE,SCHURZ HS,6.915,59408,FALSE,TRUE,TRUE
8740,202,22,22085,205380,60440,NA,W,6716,69,NA,1,1,4,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,936,2,1,1,3,NA,1,GLENVIEW,0-0,4378,0.780036546,0.007537688,0.117176793,0.070351759,0.046368205,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.164,83894,FALSE,TRUE,TRUE
8741,211,71,71042,304610,77740,NA,T,4092,64,5,2,1,20,9,3,3,1,5,2,0,3,5,0,2,2,2,2,4,2,2,2,0,3285,2,2,2,NA,NA,NA,CHICAGO,60625,7265,0.453406745,0.056572608,0.186923606,0.236063317,0.132278045,14000,Chicago,0,0,1,0,0,1,JAMIESON,MATHER HS,6.884772382,40011,FALSE,TRUE,TRUE
8742,234,38,38031,224620,41650,NA,W,7245,48,NA,3,1,8,3,3,1,1,5,2,0,2,3,0,2,2,2,2,3,1,1,2,0,1238,2,1,4,3,NA,NA,BUFFALO GROVE,60089,4918,0.787921919,0.012403416,0.120577471,0.07198048,0.014233428,9447,Buffalo Grove,0,0,4,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.618,105991,FALSE,TRUE,TRUE
8743,202,38,38012,170170,40930,NA,W,7119,60,NA,1,1,5,3,1,3,1,5,2,0,3,1,0,2,2,2,2,2,1,2,2,0,864,2,1,1,NA,NA,NA,BUFFALO GROVE,60089,5438,0.814086061,0.002574476,0.048179478,0.105737403,0.055902905,9447,Buffalo Grove,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.618,78125,FALSE,TRUE,TRUE
8744,203,22,22150,343480,88720,NA,O,8450,94,NA,3,1,7,4,1,3,2,5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,1384,2,1,1,3,NA,NA,PARK RIDGE,60068,4457,0.912272829,0.007852816,0.053174781,0.024680278,0.004038591,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,134167,FALSE,TRUE,TRUE
8745,202,72,72121,30630,20310,NA,O,3125,108,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,882,2,1,1,NA,NA,NA,CHICAGO,60636,2343,0.011096884,0.756295348,0,0.186513017,0.092189501,14000,Chicago,0,0,1,0,0,0,RANDOLPH,HARPER HS,6.873317191,26822,FALSE,TRUE,TRUE
8746,278,73,73120,1142280,187500,NA,W,3125,12,NA,2,1,9,4,1,1,1,5,1,1,3,3,2,2,2,2,2,3,2,2,2,0,3502,2,1,3,NA,NA,NA,CHICAGO,60657,2885,0.905025997,0.002772964,0.019064125,0.050953206,0.032928943,14000,Chicago,0,0,5,1,0,0,BURLEY,LAKE VIEW HS,6.89,168352,FALSE,TRUE,TRUE
8747,203,22,22080,210570,31960,NA,W,4125,69,NA,3,1,6,3,1,3,1,5,1,0,1,1,0,2,2,2,2,3,1,2,2,0,1286,2,1,1,3,NA,NA,NILES,60714,5040,0.750793651,0.024603175,0.146626984,0.068055556,0.019642857,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443299,71044,FALSE,TRUE,TRUE
8748,234,30,30010,172470,56920,NA,W,9900,54,NA,1,1,6,3,3,1,1,5,1,0,3,2,0,1,2,2,2,3,3,1,2,0,1050,2,1,4,NA,NA,NA,HICKORY HILLS,60457,4123,0.845258307,0.009459132,0.015280136,0.124423963,0.005578462,34514,Hickory Hills,0,0,1,0,0,0,SCHOOL DISTRICT  117,CONSOLIDATED HIGH SCHOOL  230,12.137,99306,FALSE,TRUE,TRUE
8749,206,17,17120,508690,112500,NA,W,7500,112,NA,1,1,8,4,1,3,1,5,1,2,2,1,1,2,2,2,2,3,1,2,2,0,2205,2,1,2,3,NA,NA,EVANSTON,60201,4175,0.894131737,0.004550898,0.036886228,0.042634731,0.038802395,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,141250,FALSE,TRUE,TRUE
8750,203,70,70151,103120,47880,NA,W,5320,63,NA,2,1,6,3,3,1,1,5,1,0,2,1,1,NA,NA,2,2,7,NA,NA,NA,0,1408,2,1,1,3,NA,NA,CHICAGO,60617,5584,0.016475645,0.961855301,0,0.018087393,0.007163324,14000,Chicago,0,0,1,0,0,0,EARHART,BOWEN HS,6.908,50426,FALSE,FALSE,TRUE
8751,204,70,70100,87660,43960,NA,W,4396,71,NA,2,1,6,4,1,3,1,5,1,0,2,2,0,2,2,2,2,2,2,2,2,0,1894,2,1,5,1,NA,NA,CHICAGO,60617,3374,0.018968583,0.973918198,0,0.004742146,0.004742146,14000,Chicago,0,0,1,0,0,0,COLES,BOWEN HS,6.883864648,39605,FALSE,TRUE,TRUE
8752,278,25,25090,309500,230910,NA,W,18850,60,NA,3,1,10,4,3,1,1,5,1,2,3,2,1,2,NA,2,2,3,3,1,2,0,2524,2,1,2,NA,NA,NA,NORTHFIELD,60093,5742,0.865029606,0,0.125043539,0.007314525,0.00522466,53663,Northfield,0,0,4,0,0,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104,140789,FALSE,TRUE,TRUE
8753,234,39,39250,158350,21100,NA,W,4691,31,NA,3,1,7,3,3,1,1,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,1272,2,1,4,NA,NA,NA,GARDEN HOMES,60803,6138,0.500814598,0.225317693,0.014011079,0.255457804,0.008797654,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  125,COMMUNITY HIGH SCHOOL  218,11.638,49014,FALSE,TRUE,TRUE
8754,204,23,23093,359160,128800,NA,W,6440,98,NA,3,1,8,4,1,3,1,5,1,1,1,2,0,2,2,2,2,3,1,2,2,0,2432,2,1,5,1,NA,NA,WILMETTE,60091,4880,0.875204918,2.05E-04,0.071721311,0.018237705,0.069262295,82075,Wilmette,0,0,1,0,0,0,SCH DISTRICT 39,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.823,162328,FALSE,TRUE,TRUE
8755,203,71,71041,186640,73650,NA,W,4092,68,NA,2,1,5,3,1,1,1,5,1,1,2,1,0,NA,NA,2,2,3,1,2,2,0,1134,2,1,1,3,NA,NA,CHICAGO,60659,7952,0.275528169,0.13971328,0.338531187,0.159959759,0.165870221,14000,Chicago,0,0,3,1,0,0,CLINTON,MATHER HS,6.884772382,48067,FALSE,TRUE,TRUE
8756,295,29,29070,176830,9110,NA,W,1822,13,NA,1,1,6,3,3,1,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1143,2,1,1,NA,NA,NA,PALATINE,60074,7272,0.700220022,0.022964796,0.116886689,0.151540154,0.016776678,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,95089,FALSE,TRUE,TRUE
8757,207,18,18013,186640,32430,NA,W,5640,34,NA,1,1,7,3,2,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,1,0,1411,2,1,2,NA,NA,NA,STREAMWOOD,60107,9141,0.547970682,0.021988841,0.185537687,0.233672465,0.016847172,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.958,95439,FALSE,TRUE,TRUE
8758,202,72,72170,33170,23430,NA,W,3125,102,NA,2,1,5,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,7,NA,NA,NA,0,935,2,1,1,3,NA,1,CHICAGO,60621,2433,0,0.965474723,0,0.023427867,0.011097411,14000,Chicago,0,0,5,1,0,0,STAGG,ROBESON HS,6.873317191,38385,FALSE,FALSE,TRUE
8759,206,71,71200,244220,50400,NA,O,4032,105,NA,3,1,8,4,1,1,2,5,1,0,2,2,1,2,2,2,2,7,NA,NA,NA,0,2283,2,1,2,1,NA,NA,CHICAGO,60707,7451,0.203731043,0.048852503,4.03E-04,0.7058113,0.067105087,14000,Chicago,0,0,1,0,0,0,"LOCKE, J",STEINMETZ COLLEGE PREP HS,6.894,40262,FALSE,FALSE,TRUE
8760,206,23,23080,590830,547920,GD,W,32231,79,NA,3,1,9,6,3,3,1,5,1,1,1,3,1,2,2,2,2,3,1,1,1,0,3742,2,1,2,3,NA,1,WINNETKA,60093,5279,0.914377723,0.003030877,0.022921008,0.033718507,0.04110627,82530,Winnetka,0,0,4,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,211042,FALSE,TRUE,TRUE
8761,203,72,72330,50880,23670,NA,W,4305,97,NA,1,1,5,2,1,3,1,2,2,0,1,1,0,NA,NA,2,2,1,1,2,2,0,1005,2,1,1,3,NA,NA,CHICAGO,60628,2720,0,0.995588235,0,0.004411765,0,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",HARLAN HS,6.908,39787,FALSE,TRUE,TRUE
8762,204,32,32230,155190,53660,NA,T,9758,28,NA,2,1,7,3,4,3,1,5,1,1,3,2,0,2,2,2,2,3,2,1,2,0,1997,2,1,1,NA,NA,NA,TINLEY PARK,60477,9088,0.249669894,0.597931338,0.011553697,0.120268486,0.035101232,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.105,77098,FALSE,TRUE,TRUE
8763,234,22,22111,255120,53970,AV,T,6350,51,NA,3,1,7,3,3,1,1,5,1,1,3,1,1,2,2,2,2,4,1,2,2,0,1359,2,1,4,NA,NA,NA,PARK RIDGE,60068,4826,0.872358061,0.004765852,0.019685039,0.076668048,0.053046001,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,90504,FALSE,TRUE,TRUE
8764,204,25,25140,328670,116890,NA,W,9741,58,NA,3,1,7,4,3,3,1,5,1,1,2,2,1,2,2,2,2,3,2,1,2,0,1935,2,1,1,3,NA,2,GLENVIEW,60025,4792,0.895033389,0.018989983,0.030050083,0.046535893,0.018781302,29938,Glenview,0,0,1,0,0,1,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
8765,203,71,71390,241870,66000,NA,W,5280,55,NA,2,5,5,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,3,2,1,2,0,1148,2,1,1,NA,NA,NA,CHICAGO,60656,2544,0.940251572,0.014937107,0.007468553,0.037342767,0,14000,Chicago,1,0,1,0,0,0,DIRKSEN,TAFT HS,6.884772382,52188,FALSE,TRUE,TRUE
